request_symbol,name,previous_management_style,management_evidence_version,matched_catalog_series_ids,management_style,management_confidence,management_source,evidence,source_url,source_zip,ncen_accession_number,ncen_series_id,ncen_fund_name,ncen_is_etf,ncen_is_index,ncen_match_route,identity_name_similarity,review_note,changed_from_previous
XAR,State Street SPDR S&P Aerospace & Defense ETF,index_passive_identified,management_style_evidence_1.1,S000012318,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000012318,SPDR(R) S&P(R) Aerospace & Defense ETF,Y,Y,series_id,0.7936507936507936,,False
XBI,State Street SPDR S&P Biotech ETF,index_passive_identified,management_style_evidence_1.1,S000010018,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000010018,SPDR(R) S&P(R) Biotech ETF,Y,Y,series_id,0.7111111111111111,,False
XCEM,Columbia EM Core ex-China ETF,not_determined,management_style_evidence_1.1,S000050481,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1450501/000141036826060043/0001410368-26-060043-index.html,2026q2_ncen.zip,0001410368-26-060043,S000050481,Columbia EM Core ex-China ETF,Y,Y,series_id,1.0,,True
XCLR,Global X S&P 500 Collar 95-110 ETF,index_passive_identified,management_style_evidence_1.1,S000072542,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001907/0002048251-26-001907-index.html,2026q1_ncen.zip,0002048251-26-001907,S000072542,Global X S&P 500 Collar 95-110 ETF,Y,Y,series_id,1.0,,False
XDAT,Franklin Exponential Data ETF,not_determined,management_style_evidence_1.1,S000070439,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1655589/000094040026023418/0000940400-26-023418-index.html,2026q2_ncen.zip,0000940400-26-023418,S000070439,Franklin Exponential Data ETF,Y,,series_id,1.0,,True
XDQQ,Innovator Growth Accelerated ETF - Quarterly,systematic_or_rules_based,management_style_evidence_1.1,,systematic_or_rules_based,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_rules_or_overlay),https://www.sec.gov/Archives/edgar/data/1415726/000089418926000385/0000894189-26-000385-index.html,2026q1_ncen.zip,0000894189-26-000385,S000070878,Innovator Growth Accelerated ETF - Quarterly,Y,,ticker,1.0,,False
XDSQ,Innovator U.S. Equity Accelerated ETF - Quarterly,not_determined,management_style_evidence_1.1,,systematic_or_rules_based,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_rules_or_overlay),https://www.sec.gov/Archives/edgar/data/1415726/000089418926000385/0000894189-26-000385-index.html,2026q1_ncen.zip,0000894189-26-000385,S000070879,Innovator U.S. Equity Accelerated ETF - Quarterly,Y,,ticker,1.0,,True
XES,State Street SPDR S&P Oil & Gas Equipment & Services ETF,index_passive_identified,management_style_evidence_1.1,S000012334,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000012334,SPDR(R) S&P(R) Oil & Gas Equipment & Services ETF,Y,Y,series_id,0.8311688311688312,,False
XHB,State Street SPDR S&P Homebuilders ETF,index_passive_identified,management_style_evidence_1.1,S000010019,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000010019,SPDR(R) S&P(R) Homebuilders ETF,Y,Y,series_id,0.7636363636363637,,False
XHE,State Street SPDR S&P Health Care Equipment ETF,index_passive_identified,management_style_evidence_1.1,S000012330,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000012330,SPDR(R) S&P(R) Health Care Equipment ETF,Y,Y,series_id,0.8115942028985508,,False
XHS,State Street SPDR S&P Health Care Services ETF,index_passive_identified,management_style_evidence_1.1,S000012331,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000012331,SPDR(R) S&P(R) Health Care Services ETF,Y,Y,series_id,0.8059701492537313,,False
XITK,State Street SPDR FactSet Innovative Technology ETF,not_determined,management_style_evidence_1.1,S000051577,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000051577,SPDR FactSet Innovative Technology ETF,Y,Y,series_id,0.7555555555555555,,True
XJH,iShares ESG Select Screened S&P Mid-Cap ETF,systematic_or_rules_based,management_style_evidence_1.1,S000069533,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000100472626004646/0001004726-26-004646-index.html,2026q2_ncen.zip,0001004726-26-004646,S000069533,iShares ESG Select Screened S&P Mid-Cap ETF,Y,Y,series_id,1.0,,True
XJR,iShares ESG Select Screened S&P Small-Cap ETF,systematic_or_rules_based,management_style_evidence_1.1,S000069536,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000100472626004646/0001004726-26-004646-index.html,2026q2_ncen.zip,0001004726-26-004646,S000069536,iShares ESG Select Screened S&P Small-Cap ETF,Y,Y,series_id,1.0,,True
XKFS,SPDR Kensho Future Security ETF,not_determined,management_style_evidence_1.1,S000059702,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000059702,SPDR S&P Kensho Future Security ETF,Y,Y,series_id,0.9642857142857143,,True
XKII,SPDR Kensho Intelligent Structures ETF,not_determined,management_style_evidence_1.1,S000059700,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000059700,SPDR S&P Kensho Intelligent Structures ETF,Y,Y,series_id,0.9714285714285714,,True
XKST,SPDR Kensho Smart Mobility ETF,not_determined,management_style_evidence_1.1,S000059701,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000059701,SPDR S&P Kensho Smart Mobility ETF,Y,Y,series_id,0.9629629629629629,,True
XLB,State Street Materials Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006414,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006414,The Materials Select Sector SPDR Fund,Y,Y,series_id,0.7647058823529411,,True
XLC,State Street Communication Services Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000062095,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000062095,The Communication Services Select Sector SPDR Fund,Y,Y,series_id,0.8260869565217391,,True
XLE,State Street Energy Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006410,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006410,The Energy Select Sector SPDR Fund,Y,Y,series_id,0.7419354838709677,,True
XLF,State Street Financial Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006411,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006411,The Financial Select Sector SPDR Fund,Y,Y,series_id,0.7647058823529411,,True
XLG,Invesco S&P 500 Top 50 ETF,index_passive_identified,management_style_evidence_1.1,S000060793,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1209466/000175272425166789/0001752724-25-166789-index.html,2025q3_ncen.zip,0001752724-25-166789,S000060793,Invesco S&P 500 Top 50 ETF,Y,Y,series_id,1.0,,False
XLI,State Street Industrial Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006413,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006413,The Industrial Select Sector SPDR Fund,Y,Y,series_id,0.7714285714285715,,True
XLK,State Street Technology Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006415,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006415,The Technology Select Sector SPDR Fund,Y,Y,series_id,0.7714285714285715,,True
XLP,State Street Consumer Staples Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006409,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006409,The Consumer Staples Select Sector SPDR Fund,Y,Y,series_id,0.8,,True
XLRE,State Street Real Estate Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000051152,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000051152,The Real Estate Select Sector SPDR Fund,Y,Y,series_id,0.7714285714285715,,True
XLSR,State Street US Sector Rotation ETF,systematic_or_rules_based,management_style_evidence_1.1,S000054091,active_identified,high,primary_source_override,Issuer includes XLSR in its official active ETF roster,https://www.ssga.com/us/en/intermediary/capabilities/active-etfs,,,,,,,manual_ticker_override,,,True
XLU,State Street Utilities Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006416,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006416,The Utilities Select Sector SPDR Fund,Y,Y,series_id,0.7647058823529411,,True
XLV,State Street Health Care Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006412,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006412,The Health Care Select Sector SPDR Fund,Y,Y,series_id,0.7714285714285715,,True
XLY,State Street Consumer Discretionary Select Sector SPDR ETF,not_determined,management_style_evidence_1.1,S000006408,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064641/000141036825034452/0001410368-25-034452-index.html,2025q4_ncen.zip,0001410368-25-034452,S000006408,The Consumer Discretionary Select Sector SPDR Fund,Y,Y,series_id,0.8260869565217391,,True
XME,State Street SPDR S&P Metals & Mining ETF,index_passive_identified,management_style_evidence_1.1,S000012333,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000012333,SPDR(R) S&P(R) Metals & Mining ETF,Y,Y,series_id,0.7636363636363637,,False
XMHQ,Invesco S&P MidCap Quality ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1209466/000175272425166789/0001752724-25-166789-index.html,2025q3_ncen.zip,0001752724-25-166789,S000013108,Invesco S&P MidCap Quality ETF,Y,Y,ticker,1.0,,True
XMLV,Invesco S&P MidCap Low Volatility ETF,systematic_or_rules_based,management_style_evidence_1.1,S000030966,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1378872/000137887225000490/0001378872-25-000490-index.html,2025q4_ncen.zip,0001378872-25-000490,S000030966,Invesco S&P MidCap Low Volatility ETF,Y,Y,series_id,1.0,,True
XMMO,Invesco S&P MidCap Momentum ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1209466/000175272425166789/0001752724-25-166789-index.html,2025q3_ncen.zip,0001752724-25-166789,S000003056,Invesco S&P MidCap Momentum ETF,Y,Y,ticker,1.0,,True
XMPT,VanEck CEF Muni Income ETF,not_determined,management_style_evidence_1.1,S000032925,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000175272425165267/0001752724-25-165267-index.html,2025q3_ncen.zip,0001752724-25-165267,S000032925,VanEck CEF Muni Income ETF,Y,Y,series_id,1.0,,True
XMVM,Invesco S&P MidCap Value with Momentum ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1209466/000175272425166789/0001752724-25-166789-index.html,2025q3_ncen.zip,0001752724-25-166789,S000003057,Invesco S&P MidCap Value with Momentum ETF,Y,Y,ticker,1.0,,True
XNTK,State Street SPDR NYSE Technology ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000006980,SPDR(R) NYSE Technology ETF,Y,Y,ticker,0.7777777777777778,,True
XOP,State Street SPDR S&P Oil & Gas Exploration & Production ETF,index_passive_identified,management_style_evidence_1.1,S000012319,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000012319,SPDR(R) S&P(R) Oil & Gas Exploration & Production ETF,Y,Y,series_id,0.8470588235294118,,False
XOVR,ERShares Private-Public Crossover ETF,not_determined,management_style_evidence_1.1,S000036938,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000036938,SPDR Portfolio High Yield Bond ETF,Y,Y,series_id,0.39285714285714285,,True
